ku_id,type,canonical_name,name_en,source_task,created,updated,card_path
units/works/sacchi-capuchin-altarpiece-modello,work,萨基罗马嘉布遣会教堂祭坛稿,Sacchi’s modello for a Roman Capuchin church altarpiece,,2026-09-09,2026-09-14,04-knowledge/units/works/sacchi-capuchin-altarpiece-modello.md
units/works/salvator-rosa-the-death-of-regulus,work,雷古鲁斯之死,The Death of Regulus,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/salvator-rosa-the-death-of-regulus.md
units/works/sassoferrato-madonna-and-child,work,圣母子,Madonna and Child,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/sassoferrato-madonna-and-child.md
units/works/sassoferrato-madonna-of-the-rosary-with-saints-dominic-and-catherine,work,玫瑰圣母与道明、加大利纳,Madonna of the Rosary with Saints Dominic and Catherine,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/sassoferrato-madonna-of-the-rosary-with-saints-dominic-and-catherine.md
units/works/sebastiano-ricci-pan-and-syrinx,work,潘与绪任克斯,Pan and Syrinx,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/sebastiano-ricci-pan-and-syrinx.md
units/works/sebastiano-ricci-rape-of-europa,work,劫夺欧罗巴,Rape of Europa,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/sebastiano-ricci-rape-of-europa.md
units/works/sebastiano-ricci-venus-and-adonis,work,维纳斯与阿多尼斯,Venus and Adonis,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/sebastiano-ricci-venus-and-adonis.md
units/works/solimena-dido-and-aeneas,work,狄多与埃涅阿斯,Dido and Aeneas,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/solimena-dido-and-aeneas.md
units/works/tiepolo-banquet-cognacq-jay,work,克娄巴特拉的宴会：科涅克—杰藏本,"The Banquet of Cleopatra, Musée Cognacq-Jay version",front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/tiepolo-banquet-cognacq-jay.md
units/works/tiepolo-banquet-victoria,work,克娄巴特拉的宴会：维多利亚国家美术馆藏本,"The Banquet of Cleopatra, National Gallery of Victoria version",front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/tiepolo-banquet-victoria.md
units/works/tiepolo-detail-from-fresco-on-ceiling-of-staircase-in-residenz,work,维尔茨堡宫楼梯厅顶画,"Staircase ceiling fresco, Würzburg Residence",front-matter,2026-09-14,2026-09-25,04-knowledge/units/works/tiepolo-detail-from-fresco-on-ceiling-of-staircase-in-residenz.md
units/works/tiepolo-glorification-of-the-pisani-family,work,皮萨尼家族的荣耀,Glorification of the Pisani family,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/tiepolo-glorification-of-the-pisani-family.md
units/works/tiepolo-maecenas-presenting-the-arts-to-augustus,work,梅塞纳斯向奥古斯都呈献艺术,Maecenas presenting the Arts to Augustus,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/tiepolo-maecenas-presenting-the-arts-to-augustus.md
units/works/tiepolo-marriage-allegory-of-the-rezzonico-family,work,雷佐尼科家族婚姻寓意,Marriage Allegory of the Rezzonico family,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/tiepolo-marriage-allegory-of-the-rezzonico-family.md
units/works/tiepolo-neptune-paying-homage-to-venice,work,海神向威尼斯致敬,Neptune paying homage to Venice,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/tiepolo-neptune-paying-homage-to-venice.md
units/works/tomb-of-francesco-algarotti,work,弗朗切斯科·阿尔加罗蒂墓,Tomb of Francesco Algarotti,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/tomb-of-francesco-algarotti.md
units/works/valentin-allegory-of-rome,work,罗马寓意,Allegory of Rome,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/valentin-allegory-of-rome.md
units/works/valentin-genre-commission,work,瓦朗坦《有算命人的音乐聚会》,A Musical Company with a Fortune-Teller,chp-1,2026-09-09,2026-09-14,04-knowledge/units/works/valentin-genre-commission.md
units/works/van-dyck-cardinal-bentivoglio,work,圭多·本蒂沃利奥枢机肖像,Portrait of Cardinal Guido Bentivoglio,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/van-dyck-cardinal-bentivoglio.md
units/works/velasquez-camillo-massimi,work,卡米洛·马西米肖像,Portrait of Camillo Massimi,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/velasquez-camillo-massimi.md
units/works/velasquez-juan-de-pareja,work,胡安·德·帕雷哈肖像,Portrait of Juan de Pareja,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/velasquez-juan-de-pareja.md
units/places/abbeville,place,阿布维尔,Abbeville,front-matter,2026-09-15,2026-09-15,04-knowledge/units/places/abbeville.md
units/places/citta-di-castello,place,卡斯泰洛城,Città di Castello,front-matter,2026-09-15,2026-09-15,04-knowledge/units/places/citta-di-castello.md
units/works/bambini-aeneas-tells-dido-fall-of-troy,work,埃涅阿斯向狄多讲述特洛伊的陷落,Aeneas Tells Dido of the Fall of Troy,front-matter,2026-09-15,2026-09-15,04-knowledge/units/works/bambini-aeneas-tells-dido-fall-of-troy.md
units/archives/virgil-aeneid,archive,维吉尔《埃涅阿斯纪》,Virgil’s Aeneid,front-matter,2026-09-15,2026-09-15,04-knowledge/units/archives/virgil-aeneid.md
units/persons/domenico-fedeli-venice-painter,person,多梅尼科·费代利（又称马焦托）,Domenico Fedeli (detto Maggiotto),chp-1,2026-09-25,2026-09-25,04-knowledge/units/persons/domenico-fedeli-venice-painter.md
units/persons/elena-zuliani,person,埃莱娜·祖利亚尼,Elena Zuliani,chp-1,2026-09-25,2026-09-25,04-knowledge/units/persons/elena-zuliani.md
units/persons/giuseppe-giovanni-fedeli,person,朱塞佩·乔瓦尼（多梅尼科之子）,Giuseppe Giovanni (son of Domenico Fedeli),chp-1,2026-09-25,2026-09-25,04-knowledge/units/persons/giuseppe-giovanni-fedeli.md
units/persons/angela-fedeli,person,安杰拉（弗朗切斯科·费代利之姐）,Angela (sister of Francesco Fedeli),chp-1,2026-09-25,2026-09-25,04-knowledge/units/persons/angela-fedeli.md
units/persons/elena-fedeli-daughter,person,埃莱娜（弗朗切斯科·费代利之女）,Elena (daughter of Francesco Fedeli),chp-1,2026-09-25,2026-09-25,04-knowledge/units/persons/elena-fedeli-daughter.md
units/persons/giovan-battista-fedeli,person,乔万·巴蒂斯塔（弗朗切斯科·费代利之子）,Giovan Battista (son of Francesco Fedeli),chp-1,2026-09-25,2026-09-25,04-knowledge/units/persons/giovan-battista-fedeli.md
units/persons/domenico-fedeli-son-of-francesco,person,多梅尼科（弗朗切斯科·费代利之子）,Domenico (son of Francesco Fedeli),chp-1,2026-09-25,2026-09-25,04-knowledge/units/persons/domenico-fedeli-son-of-francesco.md
units/persons/ludovico-leoni,person,卢多维科·莱奥尼,Ludovico Leoni,chp-1,2026-09-25,2026-09-25,04-knowledge/units/persons/ludovico-leoni.md
units/persons/caterina-cucchiaroni,person,卡特里娜·库基亚罗尼,Caterina Cucchiaroni,chp-1,2026-09-25,2026-09-25,04-knowledge/units/persons/caterina-cucchiaroni.md
units/persons/marcello-provenzale,person,马尔切洛·普罗文扎莱,Marcello Provenzale,chp-1,2026-09-25,2026-09-25,04-knowledge/units/persons/marcello-provenzale.md
units/persons/giovanni-telli,person,乔瓦尼·泰利,Giovanni Telli,chp-1,2026-09-25,2026-09-25,04-knowledge/units/persons/giovanni-telli.md
units/persons/battista-telli,person,巴蒂斯塔（卡特里娜与乔瓦尼之子）,Battista (son of Caterina and Giovanni),chp-1,2026-09-25,2026-09-25,04-knowledge/units/persons/battista-telli.md
units/persons/maddalena-telli,person,马达莱娜·泰利,Maddalena Telli,chp-1,2026-09-25,2026-09-25,04-knowledge/units/persons/maddalena-telli.md
units/persons/ippolito-leoni,person,伊波利托·莱奥尼,Ippolito Leoni,chp-1,2026-09-25,2026-09-25,04-knowledge/units/persons/ippolito-leoni.md
units/persons/eufrasia-telli,person,欧弗拉西亚（卡特里娜与乔瓦尼之女）,Eufrasia (daughter of Caterina and Giovanni),chp-1,2026-09-25,2026-09-25,04-knowledge/units/persons/eufrasia-telli.md
units/persons/giovanni-di-bartolomeo-testa,person,乔瓦尼·迪·巴托洛梅奥（皮埃特罗·泰斯塔之父）,Giovanni di Bartolomeo (father of Pietro Testa),chp-1,2026-09-25,2026-09-25,04-knowledge/units/persons/giovanni-di-bartolomeo-testa.md
units/persons/barbara-mother-of-pietro-testa,person,芭芭拉·泰斯塔,Barbara (mother of Pietro Testa),chp-1,2026-09-25,2026-09-25,04-knowledge/units/persons/barbara-mother-of-pietro-testa.md
units/persons/giacinto-testa,person,贾钦托·泰斯塔,Giacinto Testa,chp-1,2026-09-25,2026-09-25,04-knowledge/units/persons/giacinto-testa.md
units/persons/decio-de-matteis,person,德乔（保罗·德·马泰伊斯之父）,Decio (father of Paolo de Matteis),chp-1,2026-09-25,2026-09-25,04-knowledge/units/persons/decio-de-matteis.md
units/persons/lucrezia-orico,person,卢克雷齐娅·奥里科,Lucrezia Orico,chp-1,2026-09-25,2026-09-25,04-knowledge/units/persons/lucrezia-orico.md
units/persons/rosolena-perrone,person,罗索莱娜·佩罗内,Rosolena Perrone,chp-1,2026-09-25,2026-09-25,04-knowledge/units/persons/rosolena-perrone.md
units/persons/mariangiola-de-matteis,person,玛丽安乔拉（保罗·德·马泰伊斯之女）,Mariangiola (daughter of Paolo de Matteis),chp-1,2026-09-25,2026-09-25,04-knowledge/units/persons/mariangiola-de-matteis.md
units/persons/felice-de-matteis,person,费莉切（保罗·德·马泰伊斯之女）,Felice (daughter of Paolo de Matteis),chp-1,2026-09-25,2026-09-25,04-knowledge/units/persons/felice-de-matteis.md
units/persons/emmanuella-de-matteis,person,埃曼努埃拉（保罗·德·马泰伊斯之女）,Emmanuella (daughter of Paolo de Matteis),chp-1,2026-09-25,2026-09-25,04-knowledge/units/persons/emmanuella-de-matteis.md
units/persons/anthony-ashley-cooper-3rd-earl,person,安东尼·阿什利-库珀，第三代沙夫茨伯里伯爵,"Anthony Ashley-Cooper, 3rd Earl of Shaftesbury",chp-1,2026-09-25,2026-09-25,04-knowledge/units/persons/anthony-ashley-cooper-3rd-earl.md
units/persons/sir-john-cropley,person,约翰·克罗普利爵士,Sir John Cropley,chp-1,2026-09-25,2026-09-25,04-knowledge/units/persons/sir-john-cropley.md
units/institutions/ashmolean-museum,institution,阿什莫林博物馆,Ashmolean Museum,chp-1,2026-09-25,2026-09-25,04-knowledge/units/institutions/ashmolean-museum.md
units/places/giles-house-dorset,place,吉尔斯宅邸（多塞特）,Gile’s House (Dorset),chp-1,2026-09-25,2026-09-25,04-knowledge/units/places/giles-house-dorset.md
units/institutions/venetian-academy-of-painting-and-sculpture,institution,威尼斯绘画与雕塑学院,Accademia veneziana di pittura e scultura,chp-1,2026-09-25,2026-09-25,04-knowledge/units/institutions/venetian-academy-of-painting-and-sculpture.md
units/institutions/congregation-of-painters-jesuit-professed-house-naples,institution,那不勒斯耶稣会专业会院画家会众,"Congregation of Painters at the Jesuit Professed House, Naples",chp-1,2026-09-25,2026-09-25,04-knowledge/units/institutions/congregation-of-painters-jesuit-professed-house-naples.md
units/works/paolo-de-matteis-choice-of-hercules-ashmolean-wa1980-92,work,赫拉克勒斯的选择（阿什莫林藏本）,"The Choice of Hercules, Ashmolean version",chp-1,2026-09-25,2026-09-25,04-knowledge/units/works/paolo-de-matteis-choice-of-hercules-ashmolean-wa1980-92.md
units/persons/vincenzo-i-gonzaga,person,文琴佐一世·贡扎加,Vincenzo I Gonzaga,chp-1,2026-09-25,2026-09-25,04-knowledge/units/persons/vincenzo-i-gonzaga.md
units/persons/giovanni-angelo-altemps,person,乔万尼·安杰洛·阿尔滕普斯（第二代加莱塞公爵）,"Giovanni Angelo d’Altemps, 2nd Duke of Gallese",chp-1,2026-09-25,2026-09-25,04-knowledge/units/persons/giovanni-angelo-altemps.md
units/works/ottavio-leoni-portrait-of-maddalena-telli-by-candlelight,work,烛光下的马达莱娜·泰利肖像,Portrait of Maddalena Telli by Candlelight,chp-1,2026-09-25,2026-09-25,04-knowledge/units/works/ottavio-leoni-portrait-of-maddalena-telli-by-candlelight.md
units/institutions/rhode-island-school-of-design-museum,institution,罗德岛设计学院博物馆,Rhode Island School of Design Museum,chp-1,2026-09-25,2026-09-25,04-knowledge/units/institutions/rhode-island-school-of-design-museum.md
units/places/providence,place,普罗维登斯,Providence,chp-1,2026-09-25,2026-09-25,04-knowledge/units/places/providence.md
units/persons/pietro-aldobrandini,person,皮埃特罗·阿尔多布兰迪尼,Pietro Aldobrandini,front-matter,2026-09-25,2026-09-25,04-knowledge/units/persons/pietro-aldobrandini.md
units/persons/giovanni-francesco-venturini,person,乔万尼·弗朗切斯科·文图里尼,Giovanni Francesco Venturini,front-matter,2026-09-25,2026-09-25,04-knowledge/units/persons/giovanni-francesco-venturini.md
units/persons/giacomo-rospigliosi,person,贾科莫·罗斯皮廖西,Giacomo Rospigliosi,front-matter,2026-09-25,2026-09-25,04-knowledge/units/persons/giacomo-rospigliosi.md
units/persons/lorenzo-paribeni,person,洛伦佐·帕里贝尼,Lorenzo Paribeni,front-matter,2026-09-25,2026-09-25,04-knowledge/units/persons/lorenzo-paribeni.md
units/places/frascati,place,弗拉斯卡蒂,Frascati,front-matter,2026-09-25,2026-09-25,04-knowledge/units/places/frascati.md
units/places/villa-aldobrandini-frascati,place,阿尔多布兰迪尼别墅,"Villa Aldobrandini, Frascati",front-matter,2026-09-25,2026-09-25,04-knowledge/units/places/villa-aldobrandini-frascati.md
units/places/room-19-helen-and-paris,place,海伦与帕里斯厅,"Room 19, Helen and Paris Room",front-matter,2026-09-25,2026-09-25,04-knowledge/units/places/room-19-helen-and-paris.md
units/places/chiesa-san-gregorio-cappella-madonna-carmine,place,圣额我略堂加尔默罗圣母小堂,"Chapel of the Madonna del Carmine, Church of San Gregorio, Messina",chp-1,2026-09-25,2026-09-25,04-knowledge/units/places/chiesa-san-gregorio-cappella-madonna-carmine.md
units/institutions/kingdom-of-italy,institution,意大利王国,Kingdom of Italy,front-matter,2026-09-25,2026-09-25,04-knowledge/units/institutions/kingdom-of-italy.md
units/institutions/italian-state,institution,意大利共和国,Italian Republic,,2026-09-25,2026-09-25,04-knowledge/units/institutions/italian-state.md
units/works/venturini-diana-hunting-print,work,狄安娜与仙女的射箭比赛版画,Diana and Her Nymphs at an Archery Contest,front-matter,2026-09-25,2026-09-25,04-knowledge/units/works/venturini-diana-hunting-print.md
units/archives/torcellan-settecento-veneto-1969,archive,威尼托的18世纪与其他历史著作,Settecento veneto e altri scritti storici,front-matter,2026-09-25,2026-09-25,04-knowledge/units/archives/torcellan-settecento-veneto-1969.md
units/works/baldoino-saint-eloi-1661,work,圣埃洛伊与圣若翰洗者、圣安德烈,Saint Eloi between Saint John the Baptist and Saint Andrew,,,,04-knowledge/units/works/baldoino-saint-eloi-1661.md
units/places/cathedrale-sainte-reparate-nice,place,尼斯圣雷帕拉塔主教座堂,Cathédrale Sainte-Réparate de Nice,chp-1,2026-09-25,2026-09-25,04-knowledge/units/places/cathedrale-sainte-reparate-nice.md
units/persons/bernardin-baldoino,person,贝尔纳丁·巴尔多伊诺,Bernardin Baldoino,chp-1,2026-09-25,2026-09-25,04-knowledge/units/persons/bernardin-baldoino.md
units/institutions/black-penitents-of-nice,institution,尼斯黑衣忏悔者团体（Pénitents Noirs de Nice）,Black Penitents of Nice,chp-1,2026-09-25,2026-09-25,04-knowledge/units/institutions/black-penitents-of-nice.md
units/works/bernardin-baldoino-beheading-john-baptist-1670,work,施洗者圣若翰斩首,The Beheading of Saint John the Baptist,chp-1,2026-09-25,2026-09-25,04-knowledge/units/works/bernardin-baldoino-beheading-john-baptist-1670.md
units/works/bernardin-baldoino-ecstasy-saint-rose-1680,work,利马圣罗撒神魂超拔,The Ecstasy of Saint Rose of Lima,chp-1,2026-09-25,2026-09-25,04-knowledge/units/works/bernardin-baldoino-ecstasy-saint-rose-1680.md
units/works/bernardin-baldoino-mystic-conversation-saint-rose-1680,work,圣罗撒与圣母的神秘交谈,The Mystical Conversation of Saint Rose with the Virgin,chp-1,2026-09-25,2026-09-25,04-knowledge/units/works/bernardin-baldoino-mystic-conversation-saint-rose-1680.md
units/works/salvio-savini-pala-del-voto,work,《还愿祭坛画》,Pala del Voto,chp-1,2026-09-25,2026-09-25,04-knowledge/units/works/salvio-savini-pala-del-voto.md
units/archives/de-rosis-ruffo-letter-1663-06-02,archive,朱塞佩·德·罗西斯致安东尼奥·鲁福的信（1663-06-02）,Letter from Giuseppe de Rosis to Antonio Ruffo (1663-06-02),,2026-09-25,2026-09-25,04-knowledge/units/archives/de-rosis-ruffo-letter-1663-06-02.md
units/works/salvator-rosa-satyrs-carousing-with-maidens,work,与少女嬉戏的萨提尔,Satyrs Carousing with Maidens,chp-1,2026-09-25,2026-09-25,04-knowledge/units/works/salvator-rosa-satyrs-carousing-with-maidens.md
units/institutions/accademia-dei-virtuosi-al-pantheon,institution,万神殿Virtuosi学院,Pontifical Academy of Fine Arts and Letters of the Virtuosi al Pantheon,chp-1,2026-09-25,2026-09-25,04-knowledge/units/institutions/accademia-dei-virtuosi-al-pantheon.md
units/works/ottavio-leoni-portrait-of-gregory-xv-original-1621,work,格列高利十五世肖像（约1621年原作，已佚）,"Portrait of Gregory XV, lost original, c. 1621",chp-1,2026-09-25,2026-09-25,04-knowledge/units/works/ottavio-leoni-portrait-of-gregory-xv-original-1621.md
